Freq.	V(out_fs)
2.12813904598268e+00	(-8.34971067788258e+01dB,8.99999749426926e+01°)
2.13304491314654e+00	(-8.34771067788258e+01dB,8.99999748849296e+01°)
2.13796208950220e+00	(-8.34571067788258e+01dB,8.99999748270333e+01°)
2.14289060112002e+00	(-8.34371067788258e+01dB,8.99999747690037e+01°)
2.14783047413050e+00	(-8.34171067788258e+01dB,8.99999747108402e+01°)
2.15278173472434e+00	(-8.33971067788258e+01dB,8.99999746525427e+01°)
2.15774440915263e+00	(-8.33771067788258e+01dB,8.99999745941107e+01°)
2.16271852372698e+00	(-8.33571067788258e+01dB,8.99999745355441e+01°)
2.16770410481966e+00	(-8.33371067788258e+01dB,8.99999744768425e+01°)
2.17270117886371e+00	(-8.33171067788258e+01dB,8.99999744180055e+01°)
2.17770977235312e+00	(-8.32971067788258e+01dB,8.99999743590329e+01°)
2.18272991184296e+00	(-8.32771067788258e+01dB,8.99999742999244e+01°)
2.18776162394952e+00	(-8.32571067788258e+01dB,8.99999742406796e+01°)
2.19280493535041e+00	(-8.32371067788258e+01dB,8.99999741812983e+01°)
2.19785987278479e+00	(-8.32171067788258e+01dB,8.99999741217800e+01°)
2.20292646305342e+00	(-8.31971067788258e+01dB,8.99999740621245e+01°)
2.20800473301886e+00	(-8.31771067788258e+01dB,8.99999740023316e+01°)
2.21309470960560e+00	(-8.31571067788258e+01dB,8.99999739424008e+01°)
2.21819641980018e+00	(-8.31371067788258e+01dB,8.99999738823318e+01°)
2.22330989065136e+00	(-8.31171067788258e+01dB,8.99999738221243e+01°)
2.22843514927026e+00	(-8.30971067788258e+01dB,8.99999737617781e+01°)
2.23357222283049e+00	(-8.30771067788258e+01dB,8.99999737012927e+01°)
2.23872113856830e+00	(-8.30571067788258e+01dB,8.99999736406680e+01°)
2.24388192378273e+00	(-8.30371067788258e+01dB,8.99999735799034e+01°)
2.24905460583574e+00	(-8.30171067788258e+01dB,8.99999735189988e+01°)
2.25423921215239e+00	(-8.29971067788258e+01dB,8.99999734579538e+01°)
2.25943577022094e+00	(-8.29771067788258e+01dB,8.99999733967681e+01°)
2.26464430759302e+00	(-8.29571067788258e+01dB,8.99999733354413e+01°)
